refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_developmental_stage	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_processor_id	refinebio_processor_name	refinebio_processor_version	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment	MetaSRA_age	MetaSRA_age.unit
SRR4041055	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S721_L001_R1		2.0	year
SRR4041056	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S722_L001_R1		2.0	year
SRR4041057	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S723_L001_R1		2.0	year
SRR4041058	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S724_L001_R1		2.0	year
SRR4041059	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S725_L001_R1		2.0	year
SRR4041060	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S726_L001_R1		2.0	year
SRR4041061	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S727_L001_R1		2.0	year
SRR4041062	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S728_L001_R1		2.0	year
SRR4041063	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S729_L001_R1		2.0	year
SRR4041064	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S730_L001_R1		2.0	year
SRR4041065	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S731_L001_R1		2.0	year
SRR4041066	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S732_L001_R1		2.0	year
SRR4041067	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S733_L001_R1		2.0	year
SRR4041068	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S734_L001_R1		2.0	year
SRR4041069	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S735_L001_R1		2.0	year
SRR4041070	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S736_L001_R1		2.0	year
SRR4041071	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S738_L001_R1		2.0	year
SRR4041072	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S739_L001_R1		2.0	year
SRR4041073	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S740_L001_R1		2.0	year
SRR4041074	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S741_L001_R1		2.0	year
SRR4041075	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S742_L001_R1		2.0	year
SRR4041076	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S743_L001_R1		2.0	year
SRR4041077	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S744_L001_R1		2.0	year
SRR4041078	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S745_L001_R1		2.0	year
SRR4041079	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S746_L001_R1		2.0	year
SRR4041080	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S747_L001_R1		2.0	year
SRR4041081	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S748_L001_R1		2.0	year
SRR4041082	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S749_L001_R1		2.0	year
SRR4041083	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S750_L001_R1		2.0	year
SRR4041084	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S751_L001_R1		2.0	year
SRR4041085	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S752_L001_R1		2.0	year
SRR4041086	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S753_L001_R1		2.0	year
SRR4041087	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S754_L001_R1		2.0	year
SRR4041088	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S757_L001_R1		2.0	year
SRR4041089	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S758_L001_R1		2.0	year
SRR4041090	SRP082327	2.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Old2-P2-DG-150211_S760_L001_R1		2.0	year
SRR4041091	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S385_L001_R1		12.0	week
SRR4041092	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S386_L001_R1		12.0	week
SRR4041093	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S387_L001_R1		12.0	week
SRR4041094	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S388_L001_R1		12.0	week
SRR4041095	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S389_L001_R1		12.0	week
SRR4041096	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S390_L001_R1		12.0	week
SRR4041097	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S391_L001_R1		12.0	week
SRR4041098	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S393_L001_R1		12.0	week
SRR4041099	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S394_L001_R1		12.0	week
SRR4041100	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S395_L001_R1		12.0	week
SRR4041101	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S397_L001_R1		12.0	week
SRR4041102	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S398_L001_R1		12.0	week
SRR4041103	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S399_L001_R1		12.0	week
SRR4041104	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S400_L001_R1		12.0	week
SRR4041105	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S401_L001_R1		12.0	week
SRR4041106	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S402_L001_R1		12.0	week
SRR4041107	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S403_L001_R1		12.0	week
SRR4041108	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S404_L001_R1		12.0	week
SRR4041109	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S405_L001_R1		12.0	week
SRR4041110	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S406_L001_R1		12.0	week
SRR4041111	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S407_L001_R1		12.0	week
SRR4041112	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A1-CA123-VGAT-GFP_S408_L001_R1		12.0	week
SRR4041113	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S11_L001_R1		12.0	week
SRR4041114	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S15_L001_R1		12.0	week
SRR4041115	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S17_L001_R1		12.0	week
SRR4041116	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S18_L001_R1		12.0	week
SRR4041117	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S19_L001_R1		12.0	week
SRR4041118	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S20_L001_R1		12.0	week
SRR4041119	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S21_L001_R1		12.0	week
SRR4041120	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S22_L001_R1		12.0	week
SRR4041121	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S23_L001_R1		12.0	week
SRR4041122	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S24_L001_R1		12.0	week
SRR4041123	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S25_L001_R1		12.0	week
SRR4041124	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S26_L001_R1		12.0	week
SRR4041125	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S27_L001_R1		12.0	week
SRR4041126	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S28_L001_R1		12.0	week
SRR4041127	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S29_L001_R1		12.0	week
SRR4041128	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S31_L001_R1		12.0	week
SRR4041129	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S32_L001_R1		12.0	week
SRR4041130	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S33_L001_R1		12.0	week
SRR4041131	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S34_L001_R1		12.0	week
SRR4041132	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S35_L001_R1		12.0	week
SRR4041133	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S36_L001_R1		12.0	week
SRR4041134	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S37_L001_R1		12.0	week
SRR4041135	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S38_L001_R1		12.0	week
SRR4041136	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S39_L001_R1		12.0	week
SRR4041137	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S41_L001_R1		12.0	week
SRR4041138	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S42_L001_R1		12.0	week
SRR4041139	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S43_L001_R1		12.0	week
SRR4041140	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S44_L001_R1		12.0	week
SRR4041141	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S45_L001_R1		12.0	week
SRR4041142	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S47_L001_R1		12.0	week
SRR4041143	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S48_L001_R1		12.0	week
SRR4041144	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S49_L001_R1		12.0	week
SRR4041145	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S4_L001_R1		12.0	week
SRR4041146	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S50_L001_R1		12.0	week
SRR4041147	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S51_L001_R1		12.0	week
SRR4041148	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S52_L001_R1		12.0	week
SRR4041149	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S53_L001_R1		12.0	week
SRR4041150	SRP082327	12.000	vgat-cre, slc32a1tm2(cre)lowl						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region VGAT-A1-P1-DG_S54_L001_R1		12.0	week
