refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_developmental_stage	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_processor_id	refinebio_processor_name	refinebio_processor_version	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment	MetaSRA_age	MetaSRA_age.unit
SRR4040776	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A3-P2-CA1_S720_L001_R1		12.0	week
SRR4040777	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A3-P2-CA1_S721_L001_R1		12.0	week
SRR4040778	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A3-P2-CA1_S722_L001_R1		12.0	week
SRR4040779	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A3-P2-CA1_S724_L001_R1		12.0	week
SRR4040780	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A3-P2-CA1_S726_L001_R1		12.0	week
SRR4040781	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A3-P2-CA1_S727_L001_R1		12.0	week
SRR4040782	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A3-P2-CA1_S728_L001_R1		12.0	week
SRR4040783	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A3-P2-CA1_S731_L001_R1		12.0	week
SRR4040784	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A3-P2-CA1_S732_L001_R1		12.0	week
SRR4040785	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S577_L001_R1		12.0	week
SRR4040786	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S579_L001_R1		12.0	week
SRR4040787	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S580_L001_R1		12.0	week
SRR4040788	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S581_L001_R1		12.0	week
SRR4040789	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S582_L001_R1		12.0	week
SRR4040790	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S583_L001_R1		12.0	week
SRR4040791	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S584_L001_R1		12.0	week
SRR4040792	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S585_L001_R1		12.0	week
SRR4040793	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S586_L001_R1		12.0	week
SRR4040794	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S588_L001_R1		12.0	week
SRR4040795	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S589_L001_R1		12.0	week
SRR4040796	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S590_L001_R1		12.0	week
SRR4040797	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S591_L001_R1		12.0	week
SRR4040798	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S592_L001_R1		12.0	week
SRR4040799	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S593_L001_R1		12.0	week
SRR4040800	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S594_L001_R1		12.0	week
SRR4040801	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S595_L001_R1		12.0	week
SRR4040802	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S596_L001_R1		12.0	week
SRR4040803	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S597_L001_R1		12.0	week
SRR4040804	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S598_L001_R1		12.0	week
SRR4040805	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S599_L001_R1		12.0	week
SRR4040806	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S600_L001_R1		12.0	week
SRR4040807	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S602_L001_R1		12.0	week
SRR4040808	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S603_L001_R1		12.0	week
SRR4040809	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S604_L001_R1		12.0	week
SRR4040810	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S605_L001_R1		12.0	week
SRR4040811	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S606_L001_R1		12.0	week
SRR4040812	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S608_L001_R1		12.0	week
SRR4040813	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S609_L001_R1		12.0	week
SRR4040814	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S610_L001_R1		12.0	week
SRR4040815	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S611_L001_R1		12.0	week
SRR4040816	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S612_L001_R1		12.0	week
SRR4040817	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S614_L001_R1		12.0	week
SRR4040818	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S615_L001_R1		12.0	week
SRR4040819	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S616_L001_R1		12.0	week
SRR4040820	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S617_L001_R1		12.0	week
SRR4040821	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S618_L001_R1		12.0	week
SRR4040822	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S619_L001_R1		12.0	week
SRR4040823	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S621_L001_R1		12.0	week
SRR4040824	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S623_L001_R1		12.0	week
SRR4040825	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S624_L001_R1		12.0	week
SRR4040826	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S625_L001_R1		12.0	week
SRR4040827	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S626_L001_R1		12.0	week
SRR4040828	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S946_L001_R1		12.0	week
SRR4040829	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S947_L001_R1		12.0	week
SRR4040830	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S948_L001_R1		12.0	week
SRR4040831	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S949_L001_R1		12.0	week
SRR4040832	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S950_L001_R1		12.0	week
SRR4040833	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S951_L001_R1		12.0	week
SRR4040834	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S952_L001_R1		12.0	week
SRR4040835	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S953_L001_R1		12.0	week
SRR4040836	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S954_L001_R1		12.0	week
SRR4040837	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S955_L001_R1		12.0	week
SRR4040838	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S956_L001_R1		12.0	week
SRR4040839	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S957_L001_R1		12.0	week
SRR4040840	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S958_L001_R1		12.0	week
SRR4040841	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S959_L001_R1		12.0	week
SRR4040842	SRP082327	12.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region A4-DG_S960_L001_R1		12.0	week
SRR4040843	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S409_L001_R1		4.0	week
SRR4040844	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S410_L001_R1		4.0	week
SRR4040845	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S411_L001_R1		4.0	week
SRR4040846	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S412_L001_R1		4.0	week
SRR4040847	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S413_L001_R1		4.0	week
SRR4040848	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S414_L001_R1		4.0	week
SRR4040849	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S415_L001_R1		4.0	week
SRR4040850	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S416_L001_R1		4.0	week
SRR4040851	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S417_L001_R1		4.0	week
SRR4040852	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S418_L001_R1		4.0	week
SRR4040853	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S419_L001_R1		4.0	week
SRR4040854	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S420_L001_R1		4.0	week
SRR4040855	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S421_L001_R1		4.0	week
SRR4040856	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S422_L001_R1		4.0	week
SRR4040857	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S423_L001_R1		4.0	week
SRR4040858	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S424_L001_R1		4.0	week
SRR4040859	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S425_L001_R1		4.0	week
SRR4040860	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S426_L001_R1		4.0	week
SRR4040861	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S427_L001_R1		4.0	week
SRR4040862	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S428_L001_R1		4.0	week
SRR4040863	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S429_L001_R1		4.0	week
SRR4040864	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S430_L001_R1		4.0	week
SRR4040865	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S431_L001_R1		4.0	week
SRR4040866	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S432_L001_R1		4.0	week
SRR4040867	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S433_L001_R1		4.0	week
SRR4040868	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S434_L001_R1		4.0	week
SRR4040869	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S435_L001_R1		4.0	week
SRR4040870	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S436_L001_R1		4.0	week
SRR4040871	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S437_L001_R1		4.0	week
SRR4040872	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S438_L001_R1		4.0	week
SRR4040873	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S439_L001_R1		4.0	week
SRR4040874	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S440_L001_R1		4.0	week
SRR4040875	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S441_L001_R1		4.0	week
SRR4040876	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S442_L001_R1		4.0	week
SRR4040877	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young1-DG_S443_L001_R1		4.0	week
SRR4040878	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young2_S13_L001_R1		4.0	week
SRR4040879	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young2_S14_L001_R1		4.0	week
SRR4040880	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young2_S15_L001_R1		4.0	week
SRR4040881	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young2_S16_L001_R1		4.0	week
SRR4040882	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young2_S17_L001_R1		4.0	week
SRR4040883	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young2_S18_L001_R1		4.0	week
SRR4040884	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young2_S19_L001_R1		4.0	week
SRR4040885	SRP082327	4.000	c57bl/6						MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	381	Tximport	v1.25.8-hotfix				SRA		mouse hippocampus region		Nucleus from Hippocampus brain region Young2_S20_L001_R1		4.0	week
